"","sc","year","site","treatment","transect","round","uniqueID","genus","species","gs","plant_genus","plant_species"
"4733","2013_FHT",2013,"FH","T","2","2","NCIG2013_3136","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4734","2013_FHT",2013,"FH","T","2","2","NCIG2013_3137","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4735","2013_FHT",2013,"FH","T","2","2","NCIG2013_3138","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4736","2013_FHT",2013,"FH","T","2","2","NCIG2013_3139","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4737","2013_FHT",2013,"FH","T","2","2","NCIG2013_3142","Lasioglossum","tegulare","Lasioglossum_tegulare","Rudbeckia","hirta"
"4738","2013_FHT",2013,"FH","T","2","2","NCIG2013_3143","Lasioglossum","oceanicum","Lasioglossum_oceanicum","Rudbeckia","hirta"
"4739","2013_FHT",2013,"FH","T","2","2","NCIG2013_3144","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4740","2013_FHT",2013,"FH","T","2","2","NCIG2013_3145","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4741","2013_FHT",2013,"FH","T","2","2","NCIG2013_3146","Augochlorella","persimilis","Augochlorella_persimilis","Rudbeckia","hirta"
"4742","2013_FHC",2013,"FH","C","4","2","NCIG2013_3147","Bombus","perplexus","Bombus_perplexus","Mentha","arvensis"
"4743","2013_FHC",2013,"FH","C","4","2","NCIG2013_3148","Bombus","perplexus","Bombus_perplexus","Mentha","arvensis"
"4744","2013_FHT",2013,"FH","T","2","2","NCIG2013_3149","Bombus","impatiens","Bombus_impatiens","Prunella","vulgaris"
"4745","2013_FHT",2013,"FH","T","3","2","NCIG2013_3150","Megachile","frugalis","Megachile_frugalis","Echinacea","purpurea"
"4746","2013_FHC",2013,"FH","C","4","2","NCIG2013_3151","Hylaeus","affinis","Hylaeus_affinis","Mentha","arvensis"
"4748","2013_FHT",2013,"FH","T","2","2","NCIG2013_3153","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4749","2013_FHT",2013,"FH","T","2","2","NCIG2013_3154","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4750","2013_FHT",2013,"FH","T","2","2","NCIG2013_3155","Augochlorella","persimilis","Augochlorella_persimilis","Rudbeckia","hirta"
"4751","2013_FHT",2013,"FH","T","4","2","NCIG2013_3156","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4752","2013_FHT",2013,"FH","T","4","2","NCIG2013_3157","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4753","2013_FHT",2013,"FH","T","4","2","NCIG2013_3158","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4754","2013_FHT",2013,"FH","T","4","2","NCIG2013_3159","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4755","2013_FHT",2013,"FH","T","4","2","NCIG2013_3160","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4756","2013_FHT",2013,"FH","T","4","2","NCIG2013_3161","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4757","2013_FHT",2013,"FH","T","4","2","NCIG2013_3162","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4758","2013_FHT",2013,"FH","T","4","2","NCIG2013_3163","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4759","2013_FHT",2013,"FH","T","4","2","NCIG2013_3164","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4760","2013_FHT",2013,"FH","T","4","2","NCIG2013_3165","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4761","2013_FHT",2013,"FH","T","4","2","NCIG2013_3166","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4762","2013_FHT",2013,"FH","T","4","2","NCIG2013_3167","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4763","2013_FHT",2013,"FH","T","4","2","NCIG2013_3168","Lasioglossum","hitchensi","Lasioglossum_hitchensi","Monarda","fistulosa"
"4764","2013_FHC",2013,"FH","C","4","2","NCIG2013_3169","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4765","2013_FHC",2013,"FH","C","4","2","NCIG2013_3171","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4767","2013_FHT",2013,"FH","T","1","2","NCIG2013_3173","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4768","2013_FHT",2013,"FH","T","1","2","NCIG2013_3174","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4769","2013_FHT",2013,"FH","T","1","2","NCIG2013_3175","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4770","2013_FHT",2013,"FH","T","1","2","NCIG2013_3176","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4771","2013_FHT",2013,"FH","T","1","2","NCIG2013_3177","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4772","2013_FHT",2013,"FH","T","1","2","NCIG2013_3178","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4773","2013_FHT",2013,"FH","T","1","2","NCIG2013_3179","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4774","2013_FHT",2013,"FH","T","1","2","NCIG2013_3180","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4775","2013_FHT",2013,"FH","T","1","2","NCIG2013_3181","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4776","2013_FHT",2013,"FH","T","1","2","NCIG2013_3182","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4777","2013_FHT",2013,"FH","T","1","2","NCIG2013_3183","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4778","2013_FHT",2013,"FH","T","1","2","NCIG2013_3184","Lasioglossum","versatum","Lasioglossum_versatum","Monarda","fistulosa"
"4779","2013_FHT",2013,"FH","T","1","2","NCIG2013_3185","Lasioglossum","hitchensi","Lasioglossum_hitchensi","Monarda","fistulosa"
"4780","2013_FHC",2013,"FH","C","4","2","NCIG2013_3186","Halictus","ligatus","Halictus_ligatus","Leucanthemum","vulgare"
"4781","2013_FHT",2013,"FH","T","4","2","NCIG2013_3187","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4782","2013_FHT",2013,"FH","T","4","2","NCIG2013_3188","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4783","2013_FHT",2013,"FH","T","4","2","NCIG2013_3189","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4784","2013_FHT",2013,"FH","T","4","2","NCIG2013_3190","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4785","2013_FHT",2013,"FH","T","4","2","NCIG2013_3191","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4786","2013_FHT",2013,"FH","T","4","2","NCIG2013_3192","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4787","2013_FHT",2013,"FH","T","4","2","NCIG2013_3193","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4788","2013_FHT",2013,"FH","T","4","2","NCIG2013_3194","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4789","2013_FHT",2013,"FH","T","4","2","NCIG2013_3195","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4790","2013_FHT",2013,"FH","T","4","2","NCIG2013_3196","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4791","2013_FHT",2013,"FH","T","4","2","NCIG2013_3197","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4792","2013_FHT",2013,"FH","T","4","2","NCIG2013_3198","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4793","2013_FHT",2013,"FH","T","4","2","NCIG2013_3199","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4794","2013_FHT",2013,"FH","T","4","2","NCIG2013_3200","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4795","2013_FHT",2013,"FH","T","4","2","NCIG2013_3201","Augochlora","pura","Augochlora_pura","Monarda","fistulosa"
"4796","2013_FHT",2013,"FH","T","4","2","NCIG2013_3202","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4797","2013_FHT",2013,"FH","T","1","2","NCIG2013_3203","Lasioglossum","versatum","Lasioglossum_versatum","Achillea","millefolium"
"4798","2013_FHT",2013,"FH","T","1","2","NCIG2013_3204","Halictus","ligatus","Halictus_ligatus","Achillea","millefolium"
"4799","2013_FHC",2013,"FH","C","4","2","NCIG2013_3205","Bombus","perplexus","Bombus_perplexus","Mentha","arvensis"
"4800","2013_FHC",2013,"FH","C","4","2","NCIG2013_3206","Augochlorella","aurata","Augochlorella_aurata","Mentha","arvensis"
"4801","2013_FHC",2013,"FH","C","2","2","NCIG2013_3207","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4802","2013_FHC",2013,"FH","C","2","2","NCIG2013_3208","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4804","2013_FHC",2013,"FH","C","2","2","NCIG2013_3210","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4805","2013_FHC",2013,"FH","C","2","2","NCIG2013_3211","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4807","2013_FHC",2013,"FH","C","2","2","NCIG2013_3213","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4808","2013_FHC",2013,"FH","C","2","2","NCIG2013_3214","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4809","2013_FHC",2013,"FH","C","2","2","NCIG2013_3215","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4811","2013_FHC",2013,"FH","C","2","2","NCIG2013_3217","Bombus","fervidus","Bombus_fervidus","Monarda","fistulosa"
"4812","2013_FHC",2013,"FH","C","2","2","NCIG2013_3218","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4813","2013_FHC",2013,"FH","C","2","2","NCIG2013_3219","Bombus","perplexus","Bombus_perplexus","Monarda","fistulosa"
"4814","2013_FHC",2013,"FH","C","2","2","NCIG2013_3220","Heriades","carinatus","Heriades_carinatus","Monarda","fistulosa"
"4815","2013_FHC",2013,"FH","C","2","2","NCIG2013_3221","Heriades","carinatus","Heriades_carinatus","Monarda","fistulosa"
"4816","2013_FHC",2013,"FH","C","2","2","NCIG2013_3222","Augochlorella","aurata","Augochlorella_aurata","Monarda","fistulosa"
"4817","2013_FHC",2013,"FH","C","2","2","NCIG2013_3223","Ceratina","calcarata","Ceratina_calcarata","Monarda","fistulosa"
"4818","2013_FHC",2013,"FH","C","2","2","NCIG2013_3224","Ceratina","calcarata","Ceratina_calcarata","Monarda","fistulosa"
"4819","2013_FHT",2013,"FH","T","1","2","NCIG2013_3225","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4820","2013_FHT",2013,"FH","T","1","2","NCIG2013_3226","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4821","2013_FHT",2013,"FH","T","1","2","NCIG2013_3227","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4822","2013_FHT",2013,"FH","T","1","2","NCIG2013_3228","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4823","2013_FHT",2013,"FH","T","1","2","NCIG2013_3229","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4824","2013_FHT",2013,"FH","T","1","2","NCIG2013_3230","Lasioglossum","versatum","Lasioglossum_versatum","Monarda","fistulosa"
"4825","2013_FHT",2013,"FH","T","1","2","NCIG2013_3231","Lasioglossum","versatum","Lasioglossum_versatum","Monarda","fistulosa"
"4826","2013_FHT",2013,"FH","T","1","2","NCIG2013_3232","Augochlorella","persimilis","Augochlorella_persimilis","Monarda","fistulosa"
"4827","2013_FHC",2013,"FH","C","4","2","NCIG2013_3233","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4828","2013_FHT",2013,"FH","T","2","2","NCIG2013_3234","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4829","2013_FHT",2013,"FH","T","2","2","NCIG2013_3235","Halictus","ligatus","Halictus_ligatus","Monarda","fistulosa"
"4830","2013_FHT",2013,"FH","T","4","2","NCIG2013_3236","Halictus","ligatus","Halictus_ligatus","Achillea","millefolium"
"4831","2013_FHC",2013,"FH","C","3","2","NCIG2013_3237","Bombus","impatiens","Bombus_impatiens","purpleherb","CHECK"
"4832","2013_FHC",2013,"FH","C","3","2","NCIG2013_3238","Bombus","bimaculatus","Bombus_bimaculatus","purpleherb","CHECK"
"4833","2013_FHC",2013,"FH","C","1","2","NCIG2013_3239","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4834","2013_FHC",2013,"FH","C","1","2","NCIG2013_3240","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4835","2013_FHC",2013,"FH","C","1","2","NCIG2013_3241","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4836","2013_FHC",2013,"FH","C","1","2","NCIG2013_3242","Lasioglossum","versatum","Lasioglossum_versatum","Monarda","fistulosa"
"4837","2013_FHC",2013,"FH","C","2","2","NCIG2013_3243","Agapostemon","virescens","Agapostemon_virescens","Gaillardia","pulchella"
"4838","2013_FHC",2013,"FH","C","2","2","NCIG2013_3244","Lasioglossum","versatum","Lasioglossum_versatum","Gaillardia","pulchella"
"4839","2013_FHT",2013,"FH","T","3","2","NCIG2013_3245","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4840","2013_FHT",2013,"FH","T","3","2","NCIG2013_3246","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4841","2013_FHT",2013,"FH","T","3","2","NCIG2013_3247","Halictus","confusus","Halictus_confusus","Achillea","millefolium"
"4842","2013_FHT",2013,"FH","T","3","2","NCIG2013_3248","Halictus","ligatus","Halictus_ligatus","Achillea","millefolium"
"4843","2013_FHT",2013,"FH","T","3","2","NCIG2013_3249","Lasioglossum","versatum","Lasioglossum_versatum","Achillea","millefolium"
"4844","2013_FHT",2013,"FH","T","3","2","NCIG2013_3250","Halictus","ligatus","Halictus_ligatus","Achillea","millefolium"
"4846","2013_FHT",2013,"FH","T","3","2","NCIG2013_3252","Halictus","ligatus","Halictus_ligatus","Achillea","millefolium"
"4847","2013_FHT",2013,"FH","T","3","2","NCIG2013_3253","Halictus","confusus","Halictus_confusus","Achillea","millefolium"
"4848","2013_FHT",2013,"FH","T","3","2","NCIG2013_3254","Lasioglossum","tegulare","Lasioglossum_tegulare","Achillea","millefolium"
"4849","2013_FHT",2013,"FH","T","2","2","NCIG2013_3255","Bombus","impatiens","Bombus_impatiens","Prunella","vulgaris"
"4850","2013_FHT",2013,"FH","T","2","2","NCIG2013_3256","Bombus","impatiens","Bombus_impatiens","Prunella","vulgaris"
"4851","2013_FHT",2013,"FH","T","2","2","NCIG2013_3257","Bombus","impatiens","Bombus_impatiens","Prunella","vulgaris"
"4852","2013_FHC",2013,"FH","C","2","2","NCIG2013_3258","Halictus","ligatus","Halictus_ligatus","Leucanthemum","vulgare"
"4853","2013_FHT",2013,"FH","T","3","2","NCIG2013_3259","Halictus","ligatus","Halictus_ligatus","Coreopsis","lanceolata"
"4854","2013_FHT",2013,"FH","T","3","2","NCIG2013_3260","Halictus","ligatus","Halictus_ligatus","Coreopsis","lanceolata"
"4855","2013_FHT",2013,"FH","T","3","2","NCIG2013_3261","Halictus","ligatus","Halictus_ligatus","Coreopsis","lanceolata"
"4856","2013_FHT",2013,"FH","T","3","2","NCIG2013_3262","Augochlorella","persimilis","Augochlorella_persimilis","Rudbeckia","hirta"
"4857","2013_FHT",2013,"FH","T","3","2","NCIG2013_3263","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4858","2013_FHT",2013,"FH","T","3","2","NCIG2013_3264","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4859","2013_FHT",2013,"FH","T","3","2","NCIG2013_3265","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4860","2013_FHT",2013,"FH","T","3","2","NCIG2013_3266","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4861","2013_FHT",2013,"FH","T","3","2","NCIG2013_3267","Bombus","impatiens","Bombus_impatiens","PURPLE","CHECK"
"4862","2013_FHT",2013,"FH","T","3","2","NCIG2013_3268","Bombus","bimaculatus","Bombus_bimaculatus","PURPLE","CHECK"
"4863","2013_FHT",2013,"FH","T","3","2","NCIG2013_3269","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4864","2013_FHT",2013,"FH","T","3","2","NCIG2013_3270","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4865","2013_FHT",2013,"FH","T","3","2","NCIG2013_3271","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4866","2013_FHT",2013,"FH","T","3","2","NCIG2013_3272","Bombus","vagans","Bombus_vagans","Mentha","arvensis"
"4867","2013_SHC",2013,"SH","C","2","2","NCIG2013_3273","Ceratina","dupla","Ceratina_dupla","Oxalis","stricta"
"4868","2013_SHC",2013,"SH","C","2","2","NCIG2013_3274","Ceratina","dupla","Ceratina_dupla","Oxalis","stricta"
"4869","2013_SHC",2013,"SH","C","2","2","NCIG2013_3275","Ceratina","dupla","Ceratina_dupla","Oxalis","stricta"
"4870","2013_SHC",2013,"SH","C","3","2","NCIG2013_3276","Hylaeus","schwarzii","Hylaeus_schwarzii","Achillea","millefolium"
"4871","2013_SHC",2013,"SH","C","4","2","NCIG2013_3277","Augochlorella","aurata","Augochlorella_aurata","Phytolacca","americana"
"4872","2013_SHC",2013,"SH","C","4","2","NCIG2013_3278","Hylaeus","schwarzii","Hylaeus_schwarzii","Phytolacca","americana"
"4878","2013_SHC",2013,"SH","C","2","2","NCIG2013_3284","Coelioxys","octodentata","Coelioxys_octodentata","Apocynum","cannabinum"
"4879","2013_SHC",2013,"SH","C","2","2","NCIG2013_3285","Hylaeus","schwarzii","Hylaeus_schwarzii","Apocynum","cannabinum"
"4880","2013_SHC",2013,"SH","C","2","2","NCIG2013_3286","Hylaeus","schwarzii","Hylaeus_schwarzii","Apocynum","cannabinum"
"4881","2013_SHC",2013,"SH","C","2","2","NCIG2013_3287","Hylaeus","mesillae","Hylaeus_mesillae","Apocynum","cannabinum"
"4882","2013_SHC",2013,"SH","C","2","2","NCIG2013_3288","Hylaeus","schwarzii","Hylaeus_schwarzii","Apocynum","cannabinum"
"4883","2013_SHC",2013,"SH","C","2","2","NCIG2013_3289","Hylaeus","schwarzii","Hylaeus_schwarzii","Apocynum","cannabinum"
"4884","2013_SHC",2013,"SH","C","2","2","NCIG2013_3290","Hylaeus","schwarzii","Hylaeus_schwarzii","Apocynum","cannabinum"
"4885","2013_SHC",2013,"SH","C","2","2","NCIG2013_3291","Hylaeus","mesillae","Hylaeus_mesillae","Apocynum","cannabinum"
"4886","2013_SHC",2013,"SH","C","2","2","NCIG2013_3292","Hylaeus","schwarzii","Hylaeus_schwarzii","Apocynum","cannabinum"
"4887","2013_SHC",2013,"SH","C","2","2","NCIG2013_3293","Hylaeus","schwarzii","Hylaeus_schwarzii","Apocynum","cannabinum"
"4888","2013_SHT",2013,"SH","T","3","2","NCIG2013_3294","Megachile","exilis","Megachile_exilis","Verbena","urticifolia"
"4889","2013_SHT",2013,"SH","T","3","2","NCIG2013_3295","Megachile","exilis","Megachile_exilis","Verbena","urticifolia"
"4890","2013_SHC",2013,"SH","C","2","2","NCIG2013_3296","Ceratina","dupla","Ceratina_dupla","Silene","latifolia"
"4892","2013_SHT",2013,"SH","T","4","2","NCIG2013_3298","Bombus","griseocollis","Bombus_griseocollis","Monarda","sp"
"4893","2013_SHT",2013,"SH","T","4","2","NCIG2013_3299","Bombus","griseocollis","Bombus_griseocollis","Monarda","sp"
"4894","2013_SHT",2013,"SH","T","4","2","NCIG2013_3300","Bombus","griseocollis","Bombus_griseocollis","Monarda","sp"
"4895","2013_SHT",2013,"SH","T","4","2","NCIG2013_3301","Bombus","griseocollis","Bombus_griseocollis","Monarda","sp"
"4896","2013_SHT",2013,"SH","T","4","2","NCIG2013_3302","Bombus","griseocollis","Bombus_griseocollis","Monarda","sp"
"4897","2013_SHT",2013,"SH","T","4","2","NCIG2013_3303","Bombus","griseocollis","Bombus_griseocollis","Monarda","sp"
"4898","2013_SHT",2013,"SH","T","4","2","NCIG2013_3304","Bombus","griseocollis","Bombus_griseocollis","Monarda","sp"
"4900","2013_SHT",2013,"SH","T","4","2","NCIG2013_3309","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4901","2013_SHT",2013,"SH","T","4","2","NCIG2013_3310","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4902","2013_SHT",2013,"SH","T","1","2","NCIG2013_3311","Xylocopa","virginica","Xylocopa_virginica","Silene","latifolia"
"4907","2013_SHC",2013,"SH","C","2","2","NCIG2013_3316","Hylaeus","schwarzii","Hylaeus_schwarzii","Apocynum","cannabinum"
"4908","2013_SHC",2013,"SH","C","4","2","NCIG2013_3317","Augochlorella","aurata","Augochlorella_aurata","Apocynum","cannabinum"
"4909","2013_SHC",2013,"SH","C","4","2","NCIG2013_3318","Hylaeus","schwarzii","Hylaeus_schwarzii","Apocynum","cannabinum"
"4910","2013_SHC",2013,"SH","C","4","2","NCIG2013_3319","Hylaeus","schwarzii","Hylaeus_schwarzii","Apocynum","cannabinum"
"4911","2013_SHT",2013,"SH","T","3","2","NCIG2013_3320","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4912","2013_SHT",2013,"SH","T","3","2","NCIG2013_3321","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4913","2013_SHT",2013,"SH","T","3","2","NCIG2013_3322","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4914","2013_SHT",2013,"SH","T","3","2","NCIG2013_3323","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4915","2013_SHT",2013,"SH","T","3","2","NCIG2013_3324","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4916","2013_SHT",2013,"SH","T","3","2","NCIG2013_3325","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
